gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ACHN_DNMT3Awt_1	ACHN_DNMT3Awt_2	ACHN_DNMT3Awt_3	ACHN_Shscramble_1	ACHN_Shscramble_2	ACHN_Shscramble_3	symbol	description	term	threshold
ENSG00000135632	1279.974	0.251	0.065	3.851	0.000117869537743249	0.000533968676118003	1402.04	1364.64	1407.3	1130.11	1140.14	1235.62	SMYD5	SMYD	family	TRUE
ENSG00000173674	1609.948	0.268	0.07	3.85	0.000118228133623175	0.000535455702715843	1771.37	1692.3	1813.11	1595.2	1458.57	1329.13	EIF1AX	eukaryotic	translation	TRUE
ENSG00000129654	24.525	-1.611	0.418	-3.849	0.000118720985009764	0.00053741194984538	17.3	6.63	12.53	33.67	43.19	33.83	FOXJ1	forkhead	box	TRUE
ENSG00000136891	1345.43	0.253	0.066	3.849	0.000118714160048861	0.00053741194984538	1453.93	1398.73	1536.47	1205.87	1280.77	1196.82	TEX10	testis	expressed	TRUE
ENSG00000109320	1547.25	0.252	0.066	3.846	0.000119989542027292	0.000543014995914739	1647.24	1615.59	1783.23	1484.71	1338.03	1414.69	NFKB1	nuclear	factor	TRUE
ENSG00000074071	2025.007	0.231	0.06	3.846	0.00012009386838385	0.000543347771187958	2174.28	2272.82	2111.92	1915.08	1750.89	1925.05	MRPS34	mitochondrial	ribosomal	TRUE
ENSG00000224687	74.881	0.869	0.226	3.843	0.000121427089402107	0.000549238911176667	106.83	89.02	94.46	61.03	46.21	51.73	RASAL2-AS1	RASAL2	antisense	TRUE
ENSG00000126777	12999.68	0.18	0.047	3.842	0.000121915940657298	0.000551308757790371	13831.13	13246.74	14351.6	12611.13	12328.56	11628.91	KTN1	kinectin	1	TRUE
ENSG00000049089	23.062	-1.62	0.422	-3.842	0.00012205794732558	0.000551809500527763	7.12	14.21	12.53	30.52	39.18	34.82	COL9A2	collagen	type	TRUE
ENSG00000177606	2436.873	0.234	0.061	3.839	0.000123444540521315	0.000557906873026719	2727.77	2654.46	2519.65	2404.38	2096.45	2218.54	JUN	Jun	proto-oncogene,	TRUE
ENSG00000197140	19.308	-1.761	0.459	-3.839	0.000123469897374289	0.000557906873026719	11.19	8.52	6.75	28.41	30.14	30.84	ADAM32	ADAM	metallopeptidase	TRUE
ENSG00000041982	2656.511	0.262	0.068	3.839	0.000123604849140018	0.00055833123539872	2835.62	2643.1	3212.7	2529.59	2422.92	2295.14	TNC	tenascin	C	TRUE
ENSG00000228624	42.915	1.171	0.305	3.839	0.000123627097574542	0.00055833123539872	60.03	69.13	49.16	23.15	32.14	23.88	HDAC2-AS2	HDAC2	and	TRUE
ENSG00000010310	29.456	-1.435	0.374	-3.838	0.000124029658441086	0.000560005968063708	16.28	21.78	9.64	42.09	41.19	45.76	GIPR	gastric	inhibitory	TRUE
ENSG00000106367	3567.308	0.201	0.052	3.837	0.000124320344250166	0.000561104150284703	3817.45	3840.11	3789.12	3286.16	3151.2	3519.81	AP1S1	adaptor	related	TRUE
ENSG00000141577	358.766	0.404	0.105	3.837	0.000124336482154332	0.000561104150284703	396.8	428.05	400.99	303.05	303.37	320.34	CEP131	centrosomal	protein	TRUE
ENSG00000165115	103.275	-0.742	0.193	-3.836	0.000125298747499014	0.000565302070984431	76.31	87.12	68.44	119.96	124.56	143.26	KIF27	kinesin	family	TRUE
ENSG00000139197	1508.503	-0.241	0.063	-3.834	0.000125893218713749	0.000567838917230087	1427.47	1427.14	1294.53	1629.92	1639.39	1632.56	PEX5	peroxisomal	biogenesis	TRUE
ENSG00000141431	21.604	-1.662	0.434	-3.834	0.000126201282166721	0.000569082960345463	9.16	14.21	7.71	31.57	34.15	32.83	ASXL3	ASXL	transcriptional	TRUE
ENSG00000180190	922.128	-0.276	0.072	-3.833	0.000126601442041485	0.000570741554630049	860.76	792.64	849.2	1020.68	1020.6	988.89	TDRP	testis	development	TRUE
ENSG00000110841	4561.042	-0.202	0.053	-3.831	0.000127511256409318	0.00057469632677967	4300.74	4033.3	4393.49	5061.29	4954.33	4623.11	PPFIBP1	PPFIA	binding	TRUE
ENSG00000139496	2112.11	0.246	0.064	3.829	0.00012872288357043	0.000579860934541801	2376.75	2126.98	2372.17	2041.35	1944.76	1810.64	NUP58	nucleoporin	58	TRUE
ENSG00000167323	1615.915	-0.235	0.061	-3.829	0.000128715739131921	0.000579860934541801	1441.72	1514.26	1496.95	1742.51	1667.52	1832.53	STIM1	stromal	interaction	TRUE
ENSG00000116521	912.573	0.299	0.078	3.827	0.000129788621229727	0.000584512562939899	1028.64	1022.77	968.73	854.42	740.34	860.55	SCAMP3	secretory	carrier	TRUE
ENSG00000050393	1072.721	0.276	0.072	3.827	0.000129854493446344	0.000584659999198964	1180.23	1109.89	1234.76	1026.99	949.28	935.17	MCUR1	mitochondrial	calcium	TRUE
ENSG00000122376	1563.374	0.263	0.069	3.826	0.000130097477899944	0.000585604591210334	1744.92	1544.57	1826.6	1407.9	1448.53	1407.73	SHLD2	shieldin	complex	TRUE
ENSG00000085231	2507.691	0.196	0.051	3.826	0.00013032689164356	0.000586356360929568	2677.91	2644.99	2710.51	2332.82	2387.76	2292.16	AK6	adenylate	kinase	TRUE
ENSG00000163975	954.642	-0.271	0.071	-3.826	0.000130330951973124	0.000586356360929568	822.09	886.4	886.79	1032.25	1050.74	1049.58	MELTF	melanotransferrin	iron	TRUE
ENSG00000167522	4420.26	0.195	0.051	3.825	0.000130969297982772	0.000589078068546012	4827.77	4579.73	4747.24	4337.35	3924.69	4104.79	ANKRD11	ankyrin	repeat	TRUE
ENSG00000142892	1737.319	0.257	0.067	3.825	0.000131028557488003	0.000589194418164072	1919.92	1826.78	1926.85	1729.89	1560.03	1460.45	PIGK	phosphatidylinositol	glycan	TRUE
ENSG00000167491	1707.551	0.235	0.061	3.824	0.000131183085415231	0.000589738991631018	1878.2	1856.13	1804.43	1559.42	1485.7	1661.41	GATAD2A	GATA	zinc	TRUE
ENSG00000136878	397.46	-0.383	0.1	-3.823	0.00013157207372248	0.000591337045550983	357.12	340.92	337.37	434.58	465.1	449.68	USP20	ubiquitin	specific	TRUE
ENSG00000204619	881.976	0.287	0.075	3.822	0.000132114058420209	0.000593621736904658	978.78	1001.93	927.28	800.76	753.4	829.71	PPP1R11	protein	phosphatase	TRUE
ENSG00000119326	4517.197	0.194	0.051	3.822	0.00013247600444412	0.000595096511816829	4741.29	4612.87	5106.78	4196.35	4294.35	4151.55	CTNNAL1	catenin	alpha	TRUE
ENSG00000151388	77.35	0.834	0.218	3.822	0.000132575074945304	0.000595389971343826	98.69	106.06	92.54	57.87	51.23	57.7	ADAMTS12	ADAM	metallopeptidase	TRUE
ENSG00000158089	6220.578	-0.164	0.043	-3.82	0.000133698275626912	0.000600281443622612	5802.48	5900.8	5896.22	6449.2	6756.45	6518.32	GALNT14	polypeptide	N-acetylgalactosaminyltransferase	TRUE
ENSG00000078369	8829.937	0.158	0.041	3.819	0.000134109255995943	0.000601820402352091	9354.38	9151.88	9430.86	8486.34	8136.67	8419.49	GNB1	G	protein	TRUE
ENSG00000106153	7558.983	0.186	0.049	3.819	0.000134089830614085	0.000601820402352091	8032.72	8185.93	7917.53	6703.84	7016.62	7497.26	CHCHD2	coiled-coil-helix-coiled-coil-helix	domain	TRUE
ENSG00000215481	28.547	-1.465	0.384	-3.818	0.000134425054465987	0.000603084181554116	9.16	21.78	14.46	37.88	47.21	40.79	BCRP3	breakpoint	cluster	TRUE
ENSG00000186715	59.14	-0.951	0.249	-3.817	0.000134941166028183	0.000605245773911358	42.73	41.67	36.63	76.81	83.38	73.62	MST1L	macrophage	stimulating	TRUE
ENSG00000118596	211.587	-0.634	0.166	-3.817	0.000135333960826195	0.000606853300833089	157.7	155.31	184.11	329.35	242.09	200.96	SLC16A7	solute	carrier	TRUE
ENSG00000105401	4139.501	0.225	0.059	3.816	0.000135692987247072	0.000608154117341779	4407.57	4793.75	4183.35	3675.49	3724.79	4052.06	CDC37	cell	division	TRUE
ENSG00000146826	465.552	-0.38	0.1	-3.816	0.000135673218424736	0.000608154117341779	383.58	451.72	377.85	536.64	507.29	536.23	MAP11	microtubule	associated	TRUE
ENSG00000215440	254.641	-0.503	0.132	-3.813	0.000137023618592122	0.000613961846129504	206.54	242.43	183.14	279.9	311.4	304.43	NPEPL1	aminopeptidase	like	TRUE
ENSG00000100442	2819.641	0.202	0.053	3.812	0.000137798412518578	0.000617276717159254	3010.62	3021.9	3017.99	2489.61	2637.89	2739.84	FKBP3	FKBP	prolyl	TRUE
ENSG00000104299	431.155	0.368	0.097	3.811	0.000138337390962237	0.000619533823230629	499.56	492.44	465.57	375.65	371.68	382.03	INTS9	integrator	complex	TRUE
ENSG00000177000	867.059	-0.286	0.075	-3.81	0.000138746368437939	0.000621207731816148	814.97	800.22	729.68	951.23	941.24	965.01	MTHFR	methylenetetrahydrofolate	reductase	TRUE
ENSG00000137274	853.493	-0.305	0.08	-3.808	0.000139887951484018	0.000626160046660451	742.73	781.28	767.27	851.26	995.49	982.92	BPHL	biphenyl	hydrolase	TRUE
ENSG00000083454	118.637	0.699	0.184	3.808	0.000139971573304464	0.000626216635638253	146.51	164.78	129.16	87.34	101.46	82.57	P2RX5	purinergic	receptor	TRUE
ENSG00000136881	351.22	-0.42	0.11	-3.808	0.000139957090096137	0.000626216635638253	266.57	317.25	317.13	415.64	395.78	394.96	BAAT	bile	acid-CoA:amino	TRUE
ENSG00000085982	3590.933	0.208	0.055	3.807	0.000140538355680038	0.000628454210352196	4055.53	3609.99	3882.62	3410.32	3222.52	3364.61	USP40	ubiquitin	specific	TRUE
ENSG00000197183	629.743	-0.322	0.085	-3.807	0.000140542947806731	0.000628454210352196	581.98	570.1	527.26	673.44	729.29	696.4	NOL4L	nucleolar	protein	TRUE
ENSG00000226688	183.081	0.568	0.149	3.806	0.000141504284942898	0.000632592629292484	220.79	193.19	241.94	155.73	136.62	150.22	ENTPD1-AS1	ENTPD1	antisense	TRUE
ENSG00000184924	472.976	-0.366	0.096	-3.805	0.000141632682475764	0.000633006251845204	429.36	389.22	421.23	556.64	495.23	546.18	PTRHD1	peptidyl-tRNA	hydrolase	TRUE
ENSG00000172232	14.416	-2.082	0.547	-3.805	0.0001417093591087	0.000633188564566475	4.07	6.63	5.78	21.04	23.1	25.87	AZU1	azurocidin	1	TRUE
ENSG00000017797	4157.176	-0.18	0.047	-3.804	0.000142138188928126	0.000634943884465009	3825.59	3865.68	4003.1	4546.74	4331.52	4370.42	RALBP1	ralA	binding	TRUE
ENSG00000132591	1792.283	0.233	0.061	3.803	0.000142690594908876	0.000637250201763379	1910.76	2041.75	1857.45	1619.4	1604.23	1720.11	ERAL1	Era	like	TRUE
ENSG00000151445	466.03	0.361	0.095	3.803	0.000142845343079096	0.000637779878196013	535.18	525.59	511.83	381.96	409.85	431.77	VIPAS39	VPS33B	interacting	TRUE
ENSG00000005001	26.007	1.505	0.396	3.801	0.000143841621985432	0.000642065626089791	45.78	39.77	29.88	12.63	12.05	15.92	PRSS22	serine	protease	TRUE
ENSG00000164818	2170.058	-0.211	0.055	-3.801	0.000143911157781632	0.000642213550596077	2015.56	2088.15	1931.67	2292.84	2313.43	2378.71	DNAAF5	dynein	axonemal	TRUE
ENSG00000198937	146.385	0.625	0.164	3.801	0.000144298397902356	0.000643778819465758	169.91	196.03	166.76	116.8	102.46	126.35	CCDC167	coiled-coil	domain	TRUE
ENSG00000134698	566.62	-0.325	0.086	-3.8	0.000144414047996139	0.000644131920346781	495.5	521.8	491.59	630.29	625.82	634.72	AGO4	argonaute	RISC	TRUE
ENSG00000187837	171.872	-0.614	0.162	-3.8	0.00014478407918143	0.000645619175424899	118.02	161.94	127.24	209.4	183.83	230.81	HIST1H1C	histone	cluster	TRUE
ENSG00000135919	1317.78	0.244	0.064	3.8	0.000144829514603746	0.000645658611718821	1423.4	1448.92	1415.01	1162.73	1271.73	1184.88	SERPINE2	serpin	family	TRUE
ENSG00000267671	29.066	-1.412	0.372	-3.8	0.000144904896636107	0.000645831498141981	12.21	17.05	18.31	38.93	36.16	51.73	NA	NA	NA	TRUE
ENSG00000069974	415.594	-0.371	0.098	-3.8	0.000144951217739757	0.00064587480732778	365.26	357.02	365.32	466.14	483.18	456.64	RAB27A	RAB27A,	member	TRUE
ENSG00000158106	1334.627	-0.318	0.084	-3.799	0.000145004612835348	0.000645949607038553	1256.54	1281.3	1026.56	1417.37	1408.35	1617.64	RHPN1	rhophilin	Rho	TRUE
ENSG00000128833	622.565	0.32	0.084	3.799	0.000145494178740516	0.000647966881341847	658.29	691.32	723.89	567.16	557.51	537.22	MYO5C	myosin	VC	TRUE
ENSG00000166171	480.578	-0.371	0.098	-3.798	0.000146005297880517	0.00065007910196864	418.17	449.83	389.42	508.23	578.61	539.21	DPCD	deleted	in	TRUE
ENSG00000173898	348.812	-0.413	0.109	-3.798	0.000146054686540233	0.000650134950555602	316.43	306.83	274.71	384.07	415.87	394.96	SPTBN2	spectrin	beta,	TRUE
ENSG00000234498	38.598	1.203	0.317	3.797	0.000146292515310032	0.000651029365106057	44.77	54.93	61.69	24.2	25.11	20.89	RPL13AP20	ribosomal	protein	TRUE
ENSG00000138303	1385.243	0.239	0.063	3.796	0.000146904441440046	0.000653587712861726	1544.48	1472.6	1482.49	1325.83	1231.55	1254.52	ASCC1	activating	signal	TRUE
ENSG00000260534	50.397	-1.078	0.284	-3.796	0.000147024777121307	0.000653958203253205	26.45	39.77	30.85	65.24	82.37	57.7	AC100827.3	NA	NA	TRUE
ENSG00000115525	77.208	0.831	0.219	3.796	0.000147273993441094	0.000654901616499017	99.71	91.86	105.07	52.61	61.28	52.73	ST3GAL5	ST3	beta-galactoside	TRUE
ENSG00000116717	1731.379	-0.226	0.06	-3.795	0.00014755181544326	0.000655971726756442	1657.42	1554.04	1576.95	1923.5	1795.09	1881.28	GADD45A	growth	arrest	TRUE
ENSG00000054179	12.22	-2.404	0.633	-3.794	0.000147997001304605	0.000657619513477651	3.05	5.68	2.89	13.68	27.12	20.89	ENTPD2	ectonucleoside	triphosphate	TRUE
ENSG00000070785	274.465	0.473	0.125	3.794	0.000147987091235115	0.000657619513477651	340.84	303.04	313.27	232.55	253.14	203.95	EIF2B3	eukaryotic	translation	TRUE
ENSG00000124120	1109.937	0.279	0.074	3.794	0.000148123822600882	0.000657865838425422	1269.77	1102.32	1279.1	1008.05	1004.53	995.85	TTPAL	alpha	tocopherol	TRUE
ENSG00000183696	1114.526	0.266	0.07	3.794	0.000148127003460709	0.000657865838425422	1168.03	1268.04	1214.52	953.33	1033.66	1049.58	UPP1	uridine	phosphorylase	TRUE
ENSG00000101265	1219.524	0.248	0.065	3.793	0.000148991434805371	0.00066153846681952	1367.44	1261.41	1343.69	1113.27	1122.06	1109.27	RASSF2	Ras	association	TRUE
ENSG00000206503	7127.229	-0.18	0.047	-3.792	0.000149238403848178	0.000662468336075749	6747.69	6915.99	6386.84	7538.27	7338.07	7836.51	HLA-A	major	histocompatibility	TRUE
ENSG00000204388	154.967	0.592	0.156	3.791	0.000149785307083721	0.000664728808725416	169.91	189.4	199.53	122.06	122.55	126.35	HSPA1B	heat	shock	TRUE
ENSG00000119522	497.434	0.347	0.092	3.79	0.00015043888410478	0.000667461430733932	549.42	577.67	543.64	442.99	452.04	418.84	DENND1A	DENN	domain	TRUE
ENSG00000099785	332.557	-0.425	0.112	-3.79	0.000150894954084736	0.000669316607547806	278.78	304.94	267.97	365.13	367.66	410.88	MARCH2	membrane	associated	TRUE
ENSG00000108788	1078.041	0.263	0.069	3.789	0.000151147554663158	0.00067026856045022	1235.18	1151.56	1142.23	942.81	1011.56	984.91	MLX	MAX	dimerization	TRUE
ENSG00000168488	5105.729	0.184	0.048	3.789	0.000151311909882313	0.000670828806500856	5340.56	5450.03	5500.05	4552	4788.58	5003.15	ATXN2L	ataxin	2	TRUE
ENSG00000166592	4411.727	-0.243	0.064	-3.789	0.000151539415995998	0.000671668675018686	3960.91	4503.97	3656.1	4787.71	4661.01	4900.68	RRAD	RRAD,	Ras	TRUE
ENSG00000120913	283.951	0.458	0.121	3.788	0.000151722884373129	0.000672312982110463	351.02	329.56	305.56	239.91	219.99	257.67	PDLIM2	PDZ	and	TRUE
ENSG00000065809	6691.332	0.197	0.052	3.786	0.000153358726764133	0.000679391095594559	7349	6702.92	7387.38	6491.29	6258.21	5959.21	FAM107B	family	with	TRUE
ENSG00000146909	2005.313	-0.216	0.057	-3.781	0.000156019454588017	0.000691004838405008	1833.43	1826.78	1905.64	2108.7	2258.18	2099.15	NOM1	nucleolar	protein	TRUE
ENSG00000134215	1416.893	0.24	0.063	3.781	0.000156187065178773	0.000691573592240765	1550.58	1492.48	1560.56	1289	1365.15	1243.57	VAV3	vav	guanine	TRUE
ENSG00000197813	47.545	-1.062	0.281	-3.781	0.000156450785926962	0.000692567515725348	25.44	33.15	33.74	61.03	62.28	69.64	AC011450.1	NA	NA	TRUE
ENSG00000177352	463.729	-0.356	0.094	-3.78	0.00015655850969759	0.000692870555207918	422.24	400.58	398.09	501.92	518.34	541.2	CCDC71	coiled-coil	domain	TRUE
ENSG00000133193	1096.092	0.265	0.07	3.78	0.000156882246188222	0.000694129196086053	1179.22	1150.61	1259.83	985.95	959.32	1041.62	FAM104A	family	with	TRUE
ENSG00000101191	1908.966	0.216	0.057	3.78	0.000157011295993378	0.000694526026022349	2063.38	2087.2	2003.96	1842.48	1719.75	1737.02	DIDO1	death	inducer-obliterator	TRUE
ENSG00000136213	266.641	-0.515	0.136	-3.779	0.000157576465269375	0.000696851310696271	226.89	224.44	207.24	358.81	255.15	327.31	CHST12	carbohydrate	sulfotransferase	TRUE
ENSG00000254300	2420.26	0.222	0.059	3.778	0.000157824706940893	0.000697774230511667	2607.71	2544.61	2666.17	2398.06	2197.91	2107.11	LINC01111	long	intergenic	TRUE
ENSG00000076003	3122.642	0.201	0.053	3.778	0.000158302220360869	0.000699710089746377	3296.52	3254.86	3469.1	2986.27	2967.37	2761.73	MCM6	minichromosome	maintenance	TRUE
ENSG00000156113	4420.841	0.192	0.051	3.777	0.000158669852047648	0.000701159413819372	4799.28	4603.4	4742.42	4372.07	4057.29	3950.59	KCNMA1	potassium	calcium-activated	TRUE
ENSG00000121390	1514.539	0.23	0.061	3.776	0.000159070335325471	0.000702753146424118	1665.56	1626.96	1611.65	1443.68	1400.31	1339.08	PSPC1	paraspeckle	component	TRUE
ENSG00000124641	1020.759	0.264	0.07	3.774	0.000160706432600558	0.0007098035051907	1068.32	1112.73	1160.54	958.59	909.1	915.27	MED20	mediator	complex	TRUE
ENSG00000124587	258.065	-0.47	0.125	-3.773	0.000161106503639785	0.000711392456637638	235.03	211.18	203.38	284.11	296.34	318.35	PEX6	peroxisomal	biogenesis	TRUE
ENSG00000065057	402.002	0.419	0.111	3.773	0.000161475170164073	0.00071284197586817	473.11	483.92	423.15	309.36	330.49	391.97	NTHL1	nth	like	TRUE
ENSG00000114790	110.815	0.727	0.193	3.772	0.000162220315046548	0.000715952340919543	117.01	148.68	148.44	95.75	83.38	71.63	ARHGEF26	Rho	guanine	TRUE
ENSG00000167363	180.135	-0.609	0.161	-3.771	0.000162559000361297	0.000717267707270589	131.25	178.04	118.56	205.19	215.97	231.8	FN3K	fructosamine	3	TRUE
ENSG00000139697	2941.456	-0.201	0.053	-3.771	0.000162913200137544	0.000718650854106741	2671.81	2672.45	2864.73	3223.02	3188.37	3028.35	SBNO1	strawberry	notch	TRUE
ENSG00000101311	278.756	0.457	0.121	3.77	0.000162996093537139	0.000718836808413599	336.77	302.1	328.69	247.28	212.96	244.74	FERMT1	fermitin	family	TRUE
ENSG00000203817	29.067	1.408	0.374	3.77	0.000163224404132626	0.000719663820819636	42.73	48.3	35.66	13.68	21.1	12.93	NA	NA	NA	TRUE
ENSG00000132661	448.061	0.363	0.096	3.77	0.000163312732127692	0.00071969359600228	532.12	486.76	493.52	407.22	383.73	385.01	NXT1	nuclear	transport	TRUE
ENSG00000204130	916.401	-0.275	0.073	-3.77	0.000163306181033266	0.00071969359600228	829.22	784.12	874.26	1015.41	1002.52	992.87	RUFY2	RUN	and	TRUE
ENSG00000204767	22.74	-1.768	0.469	-3.769	0.000164152401858405	0.000723213266115244	3.05	9.47	18.31	31.57	43.19	30.84	INSYN2B	inhibitory	synaptic	TRUE
ENSG00000182796	727.196	-0.362	0.096	-3.768	0.000164482434456363	0.000724486409381557	603.34	709.31	596.66	712.37	877.96	863.54	TMEM198B	transmembrane	protein	TRUE
ENSG00000261286	80.214	0.895	0.238	3.768	0.000164762081040648	0.000725537040170259	107.85	106.06	99.28	46.3	43.19	78.59	ATP2C2-AS1	ATP2C2	antisense	TRUE
ENSG00000168993	97.482	-0.803	0.213	-3.766	0.000165765683798296	0.000729774324007219	61.05	86.18	65.55	147.31	100.45	124.36	CPLX1	complexin	1	TRUE
ENSG00000063245	1714.643	0.245	0.065	3.766	0.000165969811367217	0.000730339316072442	1810.03	1985.87	1782.26	1636.24	1481.68	1591.77	EPN1	epsin	1	TRUE
ENSG00000150281	186.488	-0.548	0.146	-3.766	0.00016597680121567	0.000730339316072442	132.27	166.67	155.19	222.02	212.96	229.81	CTF1	cardiotrophin	1	TRUE
ENSG00000127666	239.335	0.478	0.127	3.765	0.00016636414370889	0.000731861210606672	279.8	283.16	272.79	211.5	183.83	204.94	TICAM1	toll	like	TRUE
ENSG00000118960	2314.027	-0.202	0.054	-3.765	0.000166460479974802	0.000732102484834342	2186.49	2147.81	2123.49	2511.7	2384.75	2529.93	HS1BP3	HCLS1	binding	TRUE
ENSG00000033327	494.88	0.343	0.091	3.765	0.000166583238697978	0.000732459817300232	529.07	569.15	561.96	431.42	435.96	441.72	GAB2	GRB2	associated	TRUE
ENSG00000100883	2087.971	0.222	0.059	3.764	0.000166924804165439	0.000733778816516983	2207.85	2138.34	2399.16	1947.7	1920.66	1914.11	SRP54	signal	recognition	TRUE
ENSG00000097007	2858.027	0.2	0.053	3.763	0.000167718028810914	0.00073708209672941	3101.17	2969.81	3097.03	2752.67	2531.41	2696.07	ABL1	ABL	proto-oncogene	TRUE
ENSG00000233369	136.565	-0.65	0.173	-3.763	0.000168215501972352	0.000739084295891969	113.95	116.48	88.68	149.42	172.78	178.08	GTF2IP4	general	transcription	TRUE
ENSG00000159788	446.11	-0.382	0.102	-3.762	0.0001684266780548	0.000739643786529853	418.17	360.81	383.63	467.2	543.45	503.4	RGS12	regulator	of	TRUE
ENSG00000166902	716.758	0.303	0.08	3.762	0.000168407300136683	0.000739643786529853	765.12	797.38	812.57	601.88	665	658.6	MRPL16	mitochondrial	ribosomal	TRUE
ENSG00000135506	6436.302	0.193	0.051	3.762	0.000168795367868685	0.000741078443902201	6515.71	7302.37	6778.19	5988.32	5830.28	6202.95	OS9	OS9	endoplasmic	TRUE
ENSG00000182253	711.662	0.347	0.092	3.761	0.000169553362223948	0.000744221163293922	724.42	765.18	900.29	648.18	647.92	583.98	SYNM	synemin	structural	TRUE
ENSG00000134644	2521.498	-0.199	0.053	-3.759	0.000170790567645532	0.000749465199230394	2327.91	2307.86	2407.84	2748.46	2739.35	2597.58	PUM1	pumilio	RNA	TRUE
ENSG00000132122	315.738	-0.433	0.115	-3.754	0.000173841385843362	0.000762663165889138	241.13	280.31	284.35	340.93	368.66	379.04	SPATA6	spermatogenesis	associated	TRUE
ENSG00000137996	1224.604	0.237	0.063	3.754	0.000174156406351581	0.000763855279660365	1334.89	1334.33	1306.09	1131.16	1109	1132.15	RTCA	RNA	3'-terminal	TRUE
ENSG00000241468	1077.662	0.256	0.068	3.753	0.000174499545821821	0.000765170100901102	1164.97	1222.59	1131.63	979.64	962.34	1004.81	ATP5MF	ATP	synthase	TRUE
ENSG00000163472	173.936	0.576	0.153	3.753	0.000174696494096794	0.000765843388406937	220.79	222.55	181.21	142.05	149.67	127.34	TMEM79	transmembrane	protein	TRUE
ENSG00000163319	512.881	0.365	0.097	3.752	0.000175436516991004	0.000768896508272791	536.19	548.32	647.75	449.31	450.03	445.7	MRPS18C	mitochondrial	ribosomal	TRUE
ENSG00000135336	916.692	0.294	0.078	3.75	0.000176793587788202	0.000774651814383616	978.78	1033.18	1016.92	808.12	903.07	760.07	ORC3	origin	recognition	TRUE
ENSG00000260740	20.749	-1.648	0.44	-3.748	0.000178042414286096	0.000779930089393786	7.12	12.31	10.6	29.46	34.15	30.84	AC026471.3	NA	NA	TRUE
ENSG00000188994	916.152	-0.318	0.085	-3.748	0.000178102475962098	0.000779999550347782	823.11	802.12	821.25	1137.47	1017.59	895.37	ZNF292	zinc	finger	TRUE
ENSG00000158042	998.322	0.267	0.071	3.746	0.000179588770777278	0.000786313612993812	1114.1	1095.69	1061.26	904.93	860.88	953.08	MRPL17	mitochondrial	ribosomal	TRUE
ENSG00000163291	985.673	0.34	0.091	3.745	0.000180584775777	0.000790478384665135	1168.03	958.37	1177.89	940.71	896.04	773.01	PAQR3	progestin	and	TRUE
ENSG00000154146	47.152	1.06	0.283	3.745	0.000180638136665151	0.000790515853535862	64.1	66.29	60.73	36.83	26.12	28.85	NRGN	neurogranin	calmodulin	TRUE
ENSG00000100941	4431.832	0.208	0.055	3.744	0.00018106764895123	0.000792199024484118	4824.72	4880.87	4545.78	3863.84	4400.83	4074.94	PNN	pinin,	desmosome	TRUE
ENSG00000131795	3841.536	0.176	0.047	3.743	0.00018163789733741	0.000794496950549974	4081.99	3997.32	4148.65	3525.01	3612.28	3683.96	NA	NA	NA	TRUE
ENSG00000216775	189.244	0.526	0.141	3.743	0.000181959039625166	0.000795704400046112	226.89	217.81	225.55	146.26	164.74	154.2	AL109918.1	NA	NA	TRUE
ENSG00000013523	385.215	-0.393	0.105	-3.742	0.000182327271019362	0.000797117120202341	353.05	340.92	305.56	420.9	461.08	429.78	ANGEL1	angel	homolog	TRUE
ENSG00000025039	152.39	-0.628	0.168	-3.742	0.000182563169932462	0.000797950739028559	106.83	114.59	137.84	169.41	171.77	213.89	RRAGD	Ras	related	TRUE
ENSG00000198680	259.895	-0.517	0.138	-3.738	0.000185670396201126	0.000811330891770397	189.24	241.49	210.13	357.76	273.23	287.51	TUSC1	tumor	suppressor	TRUE
ENSG00000110811	2483.571	0.218	0.058	3.735	0.000187482188600622	0.000819045114597172	2664.69	2820.19	2528.33	2224.44	2262.2	2401.59	P3H3	prolyl	3-hydroxylase	TRUE
ENSG00000123700	36.712	-1.27	0.34	-3.735	0.000187978425385121	0.000821009731663478	23.4	12.31	28.92	54.72	46.21	54.72	KCNJ2	potassium	voltage-gated	TRUE
ENSG00000095485	973.205	0.308	0.083	3.732	0.000189655110684663	0.00082812779708757	1063.23	1139.25	1028.49	762.88	922.16	923.23	CWF19L1	CWF19	like	TRUE
ENSG00000127540	383.062	0.385	0.103	3.732	0.000190009247145134	0.000829468868351286	451.75	417.63	432.79	311.46	338.53	346.21	UQCR11	ubiquinol-cytochrome	c	TRUE
ENSG00000064115	9079.172	-0.16	0.043	-3.731	0.000190773888460915	0.000832600856268326	8591.3	8352.6	8784.08	9865.83	9384.29	9496.93	TM7SF3	transmembrane	7	TRUE
ENSG00000014824	2383.585	-0.198	0.053	-3.731	0.00019098460199898	0.000833314367525222	2212.94	2154.44	2294.1	2566.42	2566.57	2507.05	SLC30A9	solute	carrier	TRUE
ENSG00000164118	380.784	0.387	0.104	3.73	0.00019159138005885	0.000835755228958816	435.47	408.16	451.11	347.24	315.42	327.31	CEP44	centrosomal	protein	TRUE
ENSG00000135093	374.375	-0.396	0.106	-3.728	0.000192742352102201	0.000840568166792716	299.13	335.24	335.44	399.85	425.92	450.67	USP30	ubiquitin	specific	TRUE
